Class	Order	Family	Genus	Species	Metabolic.rate..W.	Body.mass..g.	Temperature..K.	Maximum.longevity..yrs.
Aves	Passeriformes	Paridae	Baeolophus	bicolor	NA	NA	NA	13.3
Aves	Passeriformes	Paridae	Baeolophus	inornatus	NA	NA	NA	9
Aves	Passeriformes	Paridae	Baeolophus	wollweberi	NA	NA	NA	6.6
Aves	Passeriformes	Paridae	Cyanistes	caeruleus	NA	NA	NA	14.6
Aves	Passeriformes	Paridae	Lophophanes	cristatus	NA	NA	NA	11.6
Aves	Passeriformes	Paridae	Parus	major	NA	NA	NA	15.4
Aves	Passeriformes	Paridae	Periparus	ater	NA	NA	NA	9.5
Aves	Passeriformes	Paridae	Poecile	atricapillus	0.252	10.3	NA	12.4
Aves	Passeriformes	Paridae	Poecile	carolinensis	NA	NA	NA	10.9
Aves	Passeriformes	Paridae	Poecile	cinctus	NA	NA	NA	9
Aves	Passeriformes	Paridae	Poecile	gambeli	NA	NA	NA	10.1
Aves	Passeriformes	Paridae	Poecile	hudsonicus	NA	NA	NA	7
Aves	Passeriformes	Paridae	Poecile	montanus	NA	NA	NA	11.3
Aves	Passeriformes	Paridae	Poecile	palustris	NA	NA	NA	11.9
Aves	Passeriformes	Paridae	Poecile	rufescens	NA	NA	NA	9.5
Aves	Passeriformes	Paridae	Poecile	sclateri	NA	NA	NA	10.1
Aves	Passeriformes	Parulidae	Cardellina	rubrifrons	NA	NA	NA	3
Aves	Passeriformes	Parulidae	Dendroica	adelaidae	NA	NA	NA	10.6
Aves	Passeriformes	Parulidae	Dendroica	caerulescens	0.18601	9.4	NA	10
Aves	Passeriformes	Parulidae	Dendroica	castanea	NA	NA	NA	4.9
Aves	Passeriformes	Parulidae	Dendroica	cerulea	NA	NA	NA	6
Aves	Passeriformes	Parulidae	Dendroica	chrysoparia	NA	NA	NA	8
Aves	Passeriformes	Parulidae	Dendroica	coronata	0.1895	11.5	NA	10
Aves	Passeriformes	Parulidae	Dendroica	discolor	NA	NA	NA	10.3
Aves	Passeriformes	Parulidae	Dendroica	dominica	0.1604	9.8	NA	6.1
Aves	Passeriformes	Parulidae	Dendroica	fusca	NA	NA	NA	8.2
Aves	Passeriformes	Parulidae	Dendroica	kirtlandii	NA	NA	NA	9
Aves	Passeriformes	Parulidae	Dendroica	magnolia	NA	NA	NA	8
Aves	Passeriformes	Parulidae	Dendroica	occidentalis	NA	NA	NA	9.1
Aves	Passeriformes	Parulidae	Dendroica	palmarum	0.1554	9.8	NA	6.6
Aves	Passeriformes	Parulidae	Dendroica	pensylvanica	NA	NA	NA	6.9
Aves	Passeriformes	Parulidae	Dendroica	petechia	NA	NA	NA	11
Aves	Passeriformes	Parulidae	Dendroica	pinus	0.1795	12	NA	10.2
Aves	Passeriformes	Parulidae	Dendroica	striata	NA	NA	NA	8.1
Aves	Passeriformes	Parulidae	Dendroica	tigrina	NA	NA	NA	NA
Aves	Passeriformes	Parulidae	Dendroica	townsendi	NA	NA	NA	10.7
Aves	Passeriformes	Parulidae	Dendroica	virens	NA	NA	NA	6
Aves	Passeriformes	Parulidae	Geothlypis	trichas	0.17622	10.6	NA	11.5
Aves	Passeriformes	Parulidae	Helmitheros	vermivorum	NA	NA	NA	8.1
Aves	Passeriformes	Parulidae	Icteria	virens	NA	NA	NA	8.9
Aves	Passeriformes	Parulidae	Limnothlypis	swainsonii	NA	NA	NA	9.9
Aves	Passeriformes	Parulidae	Mniotilta	varia	0.12727	8.2	NA	12.2
Aves	Passeriformes	Parulidae	Myioborus	pictus	NA	NA	NA	6.6
Aves	Passeriformes	Parulidae	Oporornis	formosus	NA	NA	NA	6.9
Aves	Passeriformes	Parulidae	Oporornis	philadelphia	NA	NA	NA	7.9
Aves	Passeriformes	Parulidae	Oporornis	tolmiei	NA	NA	NA	9
Aves	Passeriformes	Parulidae	Parula	americana	0.122375	7	NA	7
Aves	Passeriformes	Parulidae	Protonotaria	citrea	0.1994	12.8	NA	8.1
Aves	Passeriformes	Parulidae	Seiurus	aurocapilla	0.24475	19	NA	11
Aves	Passeriformes	Parulidae	Seiurus	motacilla	NA	NA	NA	11.9
Aves	Passeriformes	Parulidae	Seiurus	noveboracensis	0.28391	18.7	NA	8.9
Aves	Passeriformes	Parulidae	Setophaga	ruticilla	NA	NA	NA	10.1
Aves	Passeriformes	Parulidae	Vermivora	celata	0.151745	9.3	NA	8.6
Aves	Passeriformes	Parulidae	Vermivora	chrysoptera	NA	NA	NA	7.9
Aves	Passeriformes	Parulidae	Vermivora	luciae	NA	NA	NA	5.8
Aves	Passeriformes	Parulidae	Vermivora	peregrina	NA	NA	NA	6.4
Aves	Passeriformes	Parulidae	Vermivora	pinus	0.1505	7.8	NA	9
Aves	Passeriformes	Parulidae	Vermivora	ruficapilla	NA	NA	NA	10.2
Aves	Passeriformes	Parulidae	Vermivora	virginiae	NA	NA	NA	6.2
Aves	Passeriformes	Parulidae	Wilsonia	canadensis	NA	NA	NA	8
Aves	Passeriformes	Parulidae	Wilsonia	citrina	0.21538	12	NA	8.2
Aves	Passeriformes	Parulidae	Wilsonia	pusilla	NA	NA	NA	8.9
Aves	Passeriformes	Passeridae	Passer	domesticus	NA	NA	NA	23
Aves	Passeriformes	Passeridae	Passer	hispaniolensis	NA	NA	NA	11.2
Aves	Passeriformes	Passeridae	Passer	moabiticus	NA	NA	NA	NA
Aves	Passeriformes	Passeridae	Passer	montanus	0.2007	17.5	NA	13.1
Aves	Passeriformes	Passeridae	Petronia	petronia	NA	NA	NA	7
Aves	Passeriformes	Phylloscopidae	Phylloscopus	borealis	NA	NA	NA	NA
Aves	Passeriformes	Phylloscopidae	Phylloscopus	collybita	0.165	8.2	NA	8
Aves	Passeriformes	Phylloscopidae	Phylloscopus	sibillatrix	NA	NA	NA	10.2
Aves	Passeriformes	Phylloscopidae	Phylloscopus	trochilus	0.208	10.7	NA	11.8
Aves	Passeriformes	Ploceidae	Bubalornis	albirostris	NA	NA	NA	20
Aves	Passeriformes	Ploceidae	Ploceus	cucullatus	NA	NA	NA	24
Aves	Passeriformes	Ploceidae	Quelea	quelea	NA	NA	NA	10
Aves	Passeriformes	Polioptilidae	Polioptila	caerulea	NA	NA	NA	4.2
Aves	Passeriformes	Polioptilidae	Polioptila	californica	NA	NA	NA	8
Aves	Passeriformes	Prunellidae	Prunella	modularis	0.325	16.8	NA	20.8
Aves	Passeriformes	Pycnonotidae	Pycnonotus	jocosus	NA	NA	NA	11.1
Aves	Passeriformes	Pycnonotidae	Pycnonotus	xanthopygos	NA	NA	NA	8.8
Aves	Passeriformes	Regulidae	Regulus	calendula	NA	NA	NA	5.6
Aves	Passeriformes	Regulidae	Regulus	regulus	0.184	5.5	NA	7
Aves	Passeriformes	Regulidae	Regulus	satrapa	NA	NA	NA	6.3
Aves	Passeriformes	Remizidae	Auriparus	flaviceps	NA	NA	NA	5.6
Aves	Passeriformes	Remizidae	Remiz	pendulinus	NA	NA	NA	7
Aves	Passeriformes	Sittidae	Sitta	canadensis	NA	NA	NA	7.5
Aves	Passeriformes	Sittidae	Sitta	carolinensis	NA	NA	NA	9.8
Aves	Passeriformes	Sittidae	Sitta	europaea	NA	NA	NA	12.9
Aves	Passeriformes	Sittidae	Sitta	pusilla	NA	NA	NA	5.8
Aves	Passeriformes	Sittidae	Sitta	pygmaea	NA	NA	NA	8.2
Aves	Passeriformes	Sturnidae	Acridotheres	cristatellus	1.2092	109.4	NA	13
Aves	Passeriformes	Sturnidae	Lamprotornis	caudatus	NA	NA	NA	17.8
Aves	Passeriformes	Sturnidae	Lamprotornis	hildebrandti	NA	NA	NA	16.9
Aves	Passeriformes	Sturnidae	Leucopsar	rothschildi	NA	NA	NA	25
Aves	Passeriformes	Sturnidae	Sturnus	vulgaris	0.877	75	NA	22.9
Aves	Passeriformes	Sylviidae	Chamaea	fasciata	NA	NA	NA	12.6
Aves	Passeriformes	Sylviidae	Sylvia	atricapilla	NA	NA	NA	13.8
Aves	Passeriformes	Sylviidae	Sylvia	borin	0.416	24.8	NA	24
Aves	Passeriformes	Sylviidae	Sylvia	communis	NA	NA	NA	8.9
Aves	Passeriformes	Sylviidae	Sylvia	curruca	0.199	10.6	NA	9
Aves	Passeriformes	Sylviidae	Sylvia	melanocephala	NA	NA	NA	8.3
Aves	Passeriformes	Sylviidae	Sylvia	nisoria	NA	NA	NA	11.9
Aves	Passeriformes	Thraupidae	Cyanerpes	caeruleus	NA	NA	NA	17
Aves	Passeriformes	Thraupidae	Nesospingus	speculiferus	NA	NA	NA	4
Aves	Passeriformes	Thraupidae	Piranga	ludoviciana	NA	NA	NA	15.3
Aves	Passeriformes	Thraupidae	Piranga	olivacea	NA	NA	NA	11.9
Aves	Passeriformes	Thraupidae	Piranga	rubra	NA	NA	NA	7.9
Aves	Passeriformes	Thraupidae	Thraupis	episcopus	NA	NA	NA	9.5
Aves	Passeriformes	Troglodytidae	Campylorhynchus	brunneicapillus	NA	NA	NA	7.3
Aves	Passeriformes	Troglodytidae	Thryomanes	bewickii	NA	NA	NA	8
Aves	Passeriformes	Troglodytidae	Thryothorus	ludovicianus	NA	NA	NA	9.2
Aves	Passeriformes	Troglodytidae	Troglodytes	aedon	NA	NA	NA	9
Aves	Passeriformes	Troglodytidae	Troglodytes	troglodytes	0.213	9	NA	7
Aves	Passeriformes	Turdidae	Catharus	bicknelli	NA	NA	NA	11.9
Aves	Passeriformes	Turdidae	Catharus	fuscescens	NA	NA	NA	10.1
Aves	Passeriformes	Turdidae	Catharus	guttatus	NA	NA	NA	10.8
Aves	Passeriformes	Turdidae	Catharus	minimus	NA	NA	NA	7.3
Aves	Passeriformes	Turdidae	Catharus	ustulatus	NA	NA	NA	11
Aves	Passeriformes	Turdidae	Hylocichla	mustelina	NA	NA	NA	10.2
Aves	Passeriformes	Turdidae	Ixoreus	naevius	NA	NA	NA	5.6
Aves	Passeriformes	Turdidae	Sialia	currucoides	NA	NA	NA	9
Aves	Passeriformes	Turdidae	Sialia	mexicana	0.423	27.5	NA	8.7
Aves	Passeriformes	Turdidae	Sialia	sialis	NA	NA	NA	10.5
Aves	Passeriformes	Turdidae	Turdus	grayi	NA	NA	NA	9.6
Aves	Passeriformes	Turdidae	Turdus	iliacus	0.722	58	NA	18.8
Aves	Passeriformes	Turdidae	Turdus	merula	NA	NA	NA	21.8
Aves	Passeriformes	Turdidae	Turdus	migratorius	NA	NA	NA	17
Aves	Passeriformes	Turdidae	Turdus	philomelos	0.726	62.8	NA	17.7
Aves	Passeriformes	Turdidae	Turdus	pilaris	NA	NA	NA	18.1
Aves	Passeriformes	Turdidae	Turdus	plumbeus	NA	NA	NA	14.6
Aves	Passeriformes	Turdidae	Turdus	torquatus	NA	NA	NA	9.1
Aves	Passeriformes	Turdidae	Turdus	viscivorus	NA	NA	NA	21.2
Aves	Passeriformes	Tyrannidae	Camptostoma	imberbe	NA	NA	NA	5.8
Aves	Passeriformes	Tyrannidae	Contopus	cooperi	NA	NA	NA	11.1
Aves	Passeriformes	Tyrannidae	Contopus	sordidulus	NA	NA	NA	8.1
Aves	Passeriformes	Tyrannidae	Contopus	virens	0.2576	13.9	NA	8.2
Aves	Passeriformes	Tyrannidae	Elaenia	martinica	NA	NA	NA	13.6
Aves	Passeriformes	Tyrannidae	Empidonax	alnorum	NA	NA	NA	9.1
Aves	Passeriformes	Tyrannidae	Empidonax	difficilis	NA	NA	NA	6.9
Aves	Passeriformes	Tyrannidae	Empidonax	flaviventris	NA	NA	NA	NA
Aves	Passeriformes	Tyrannidae	Empidonax	hammondii	NA	NA	NA	7
Aves	Passeriformes	Tyrannidae	Empidonax	minimus	NA	NA	NA	8
Aves	Passeriformes	Tyrannidae	Empidonax	oberholseri	NA	NA	NA	9
Aves	Passeriformes	Tyrannidae	Empidonax	traillii	NA	NA	NA	11
Aves	Passeriformes	Tyrannidae	Empidonax	virescens	0.1795	12.3	NA	12.1
Aves	Passeriformes	Tyrannidae	Myiarchus	antillarum	NA	NA	NA	13.6
Aves	Passeriformes	Tyrannidae	Myiarchus	cinerascens	NA	NA	NA	11.9
Aves	Passeriformes	Tyrannidae	Myiarchus	crinitus	0.384	33.9	NA	14.9
Aves	Passeriformes	Tyrannidae	Myiarchus	tyrannulus	NA	NA	NA	11
Aves	Passeriformes	Tyrannidae	Pyrocephalus	rubinus	NA	NA	NA	5.5
Aves	Passeriformes	Tyrannidae	Sayornis	nigricans	NA	NA	NA	8
Aves	Passeriformes	Tyrannidae	Sayornis	phoebe	0.3449	21.6	NA	10.3
Aves	Passeriformes	Tyrannidae	Sayornis	saya	NA	NA	NA	NA
Aves	Passeriformes	Tyrannidae	Tyrannus	tyrannus	0.4372	35.7	NA	11.1
Aves	Passeriformes	Tyrannidae	Tyrannus	verticalis	NA	NA	NA	6.9
Aves	Passeriformes	Vireonidae	Vireo	atricapilla	NA	NA	NA	12
Aves	Passeriformes	Vireonidae	Vireo	bellii	NA	NA	NA	9.1
Aves	Passeriformes	Vireonidae	Vireo	flavifrons	NA	NA	NA	6.1
Aves	Passeriformes	Vireonidae	Vireo	gilvus	NA	NA	NA	13.1
Aves	Passeriformes	Vireonidae	Vireo	griseus	NA	NA	NA	10.9
Aves	Passeriformes	Vireonidae	Vireo	huttoni	NA	NA	NA	13.5
Aves	Passeriformes	Vireonidae	Vireo	latimeri	NA	NA	NA	16.8
Aves	Passeriformes	Vireonidae	Vireo	olivaceus	NA	NA	NA	10.2
Aves	Passeriformes	Vireonidae	Vireo	philadelphicus	NA	NA	NA	9.8
Aves	Passeriformes	Vireonidae	Vireo	solitarius	NA	NA	NA	7.4
Aves	Passeriformes	Vireonidae	Vireo	vicinior	NA	NA	NA	NA
Aves	Passeriformes	Zosteropidae	Zosterops	japonicus	NA	NA	NA	5.1
Aves	Passeriformes	Zosteropidae	Zosterops	lateralis	NA	NA	NA	13
Aves	Pelecaniformes	Ardeidae	Ardea	alba	NA	NA	NA	22.8
Aves	Pelecaniformes	Ardeidae	Ardea	cinerea	NA	NA	NA	37.5
Aves	Pelecaniformes	Ardeidae	Ardea	cocoi	NA	NA	NA	24.4
Aves	Pelecaniformes	Ardeidae	Ardea	goliath	NA	NA	NA	22.9
Aves	Pelecaniformes	Ardeidae	Ardea	herodias	NA	NA	NA	24.5
Aves	Pelecaniformes	Ardeidae	Ardea	purpurea	NA	NA	NA	25.4
Aves	Pelecaniformes	Ardeidae	Botaurus	lentiginosus	2.7412	600	NA	8.3
Aves	Pelecaniformes	Ardeidae	Botaurus	stellaris	NA	NA	NA	11.3
Aves	Pelecaniformes	Ardeidae	Bubulcus	ibis	NA	NA	NA	23
Aves	Pelecaniformes	Ardeidae	Butorides	virescens	NA	NA	NA	11.6
Aves	Pelecaniformes	Ardeidae	Egretta	caerulea	NA	NA	NA	13.9
Aves	Pelecaniformes	Ardeidae	Egretta	garzetta	NA	NA	NA	22.3
Aves	Pelecaniformes	Ardeidae	Egretta	rufescens	NA	NA	NA	22
Aves	Pelecaniformes	Ardeidae	Egretta	thula	NA	NA	NA	22.8
Aves	Pelecaniformes	Ardeidae	Egretta	tricolor	NA	NA	NA	17.7
Aves	Pelecaniformes	Ardeidae	Ixobrychus	minutus	NA	NA	NA	6.9
Aves	Pelecaniformes	Ardeidae	Nycticorax	nycticorax	NA	NA	NA	21.1
Aves	Pelecaniformes	Balaenicipitidae	Balaeniceps	rex	NA	NA	NA	35.7
Aves	Pelecaniformes	Pelecanidae	Pelecanus	crispus	NA	NA	NA	35.3
Aves	Pelecaniformes	Pelecanidae	Pelecanus	erythrorhynchos	NA	NA	NA	54
Aves	Pelecaniformes	Pelecanidae	Pelecanus	occidentalis	NA	NA	NA	43
Aves	Pelecaniformes	Pelecanidae	Pelecanus	onocrotalus	NA	NA	NA	51
Aves	Pelecaniformes	Threskiornithidae	Bostrychia	carunculata	NA	NA	NA	12
Aves	Pelecaniformes	Threskiornithidae	Bostrychia	hagedash	NA	NA	NA	16
Aves	Pelecaniformes	Threskiornithidae	Bostrychia	rara	NA	NA	NA	NA
Aves	Pelecaniformes	Threskiornithidae	Eudocimus	albus	NA	NA	NA	27.6
Aves	Pelecaniformes	Threskiornithidae	Eudocimus	ruber	NA	NA	NA	33.2
Aves	Pelecaniformes	Threskiornithidae	Geronticus	calvus	NA	NA	NA	15.3
Aves	Pelecaniformes	Threskiornithidae	Geronticus	eremita	NA	NA	NA	32.9
Aves	Pelecaniformes	Threskiornithidae	Nipponia	nippon	NA	NA	NA	25.8
Aves	Pelecaniformes	Threskiornithidae	Phimosus	infuscatus	NA	NA	NA	20
Aves	Pelecaniformes	Threskiornithidae	Platalea	ajaja	NA	NA	NA	28
Aves	Pelecaniformes	Threskiornithidae	Platalea	alba	NA	NA	NA	17.9
Aves	Pelecaniformes	Threskiornithidae	Platalea	flavipes	NA	NA	NA	28.6
Aves	Pelecaniformes	Threskiornithidae	Platalea	leucorodia	NA	NA	NA	30.1
Aves	Pelecaniformes	Threskiornithidae	Platalea	minor	NA	NA	NA	15
Aves	Pelecaniformes	Threskiornithidae	Plegadis	chihi	NA	NA	NA	20.4
Aves	Pelecaniformes	Threskiornithidae	Plegadis	falcinellus	NA	NA	NA	26.8
Aves	Pelecaniformes	Threskiornithidae	Plegadis	ridgwayi	NA	NA	NA	18
Aves	Pelecaniformes	Threskiornithidae	Pseudibis	papillosa	NA	NA	NA	30
Aves	Pelecaniformes	Threskiornithidae	Theristicus	caerulescens	NA	NA	NA	NA
Aves	Pelecaniformes	Threskiornithidae	Theristicus	caudatus	NA	NA	NA	22
Aves	Pelecaniformes	Threskiornithidae	Theristicus	melanopis	NA	NA	NA	34.5
Aves	Pelecaniformes	Threskiornithidae	Threskiornis	aethiopicus	NA	NA	NA	37
Aves	Pelecaniformes	Threskiornithidae	Threskiornis	melanocephalus	NA	NA	NA	28.2
Aves	Pelecaniformes	Threskiornithidae	Threskiornis	molucca	NA	NA	NA	33.2
Aves	Pelecaniformes	Threskiornithidae	Threskiornis	spinicollis	NA	NA	NA	39.4
Aves	Phaethontiformes	Phaethontidae	Phaethon	aethereus	NA	NA	NA	17.6
Aves	Phaethontiformes	Phaethontidae	Phaethon	rubricauda	NA	NA	NA	32.7
Aves	Phoenicopteriformes	Phoenicopteridae	Phoeniconaias	minor	NA	NA	NA	41
Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	chilensis	NA	NA	NA	36.7
Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	roseus	NA	NA	NA	44
Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	ruber	NA	NA	NA	NA
Aves	Piciformes	Picidae	Colaptes	auratus	NA	NA	NA	12.5
Aves	Piciformes	Picidae	Dendrocopos	leucotos	NA	NA	NA	15.9
Aves	Piciformes	Picidae	Dendrocopos	major	NA	NA	NA	12.7
Aves	Piciformes	Picidae	Dendrocopos	medius	NA	NA	NA	8
Aves	Piciformes	Picidae	Dendrocopos	minor	NA	NA	NA	9.8
Aves	Piciformes	Picidae	Dendrocopos	syriacus	NA	NA	NA	10.9
Aves	Piciformes	Picidae	Dryocopus	martius	NA	NA	NA	14
Aves	Piciformes	Picidae	Dryocopus	pileatus	NA	NA	NA	13
Aves	Piciformes	Picidae	Jynx	torquilla	NA	NA	NA	10
Aves	Piciformes	Picidae	Melanerpes	aurifrons	NA	NA	NA	NA
Aves	Piciformes	Picidae	Melanerpes	carolinus	NA	NA	NA	20.7
Aves	Piciformes	Picidae	Melanerpes	erythrocephalus	NA	NA	NA	10
Aves	Piciformes	Picidae	Melanerpes	formicivorus	0.737	73	NA	17.2
Aves	Piciformes	Picidae	Melanerpes	uropygialis	NA	NA	NA	11
Aves	Piciformes	Picidae	Picoides	borealis	NA	NA	NA	16.1
Aves	Piciformes	Picidae	Picoides	nuttallii	NA	NA	NA	7.8
Aves	Piciformes	Picidae	Picoides	pubescens	0.383	21.7	NA	11.9
Aves	Piciformes	Picidae	Picoides	scalaris	NA	NA	NA	NA
Aves	Piciformes	Picidae	Picoides	tridactylus	NA	NA	NA	11.2
Aves	Piciformes	Picidae	Picoides	villosus	NA	NA	NA	15.9
Aves	Piciformes	Picidae	Picus	canus	NA	NA	NA	NA
Aves	Piciformes	Picidae	Picus	viridis	NA	NA	NA	15.2
Aves	Piciformes	Picidae	Sphyrapicus	nuchalis	NA	NA	NA	4.9
Aves	Piciformes	Picidae	Sphyrapicus	ruber	NA	NA	NA	4.8
Aves	Piciformes	Picidae	Sphyrapicus	varius	NA	NA	NA	7.8
Aves	Piciformes	Ramphastidae	Ramphastos	toco	NA	NA	NA	16.2
Aves	Podicipediformes	Podicipedidae	Aechmophorus	occidentalis	NA	NA	NA	14
Aves	Podicipediformes	Podicipedidae	Podiceps	auritus	NA	NA	NA	NA
Aves	Podicipediformes	Podicipedidae	Podiceps	cristatus	NA	NA	NA	19.2
Aves	Podicipediformes	Podicipedidae	Podiceps	grisegena	NA	NA	NA	11
Aves	Podicipediformes	Podicipedidae	Podiceps	nigricollis	NA	NA	NA	13.1
Aves	Podicipediformes	Podicipedidae	Podilymbus	podiceps	NA	NA	NA	NA
Aves	Podicipediformes	Podicipedidae	Tachybaptus	ruficollis	NA	NA	NA	17.5
Aves	Procellariiformes	Diomedeidae	Diomedea	epomophora	NA	NA	NA	58
Aves	Procellariiformes	Diomedeidae	Phoebastria	albatrus	NA	NA	NA	NA
Aves	Procellariiformes	Diomedeidae	Phoebastria	immutabilis	7.462	2522	NA	62
Aves	Procellariiformes	Diomedeidae	Phoebastria	irrorata	NA	NA	NA	40
Aves	Procellariiformes	Diomedeidae	Phoebastria	nigripes	NA	NA	NA	42.1
Aves	Procellariiformes	Diomedeidae	Thalassarche	chlororhynchos	NA	NA	NA	37
Aves	Procellariiformes	Diomedeidae	Thalassarche	melanophris	NA	NA	NA	43.7
Aves	Procellariiformes	Hydrobatidae	Hydrobates	pelagicus	NA	NA	NA	33.8
Aves	Procellariiformes	Hydrobatidae	Oceanodroma	castro	NA	NA	NA	36
Aves	Procellariiformes	Hydrobatidae	Oceanodroma	furcata	NA	NA	NA	18
Aves	Procellariiformes	Hydrobatidae	Oceanodroma	homochroa	NA	NA	NA	31
Aves	Procellariiformes	Hydrobatidae	Oceanodroma	leucorhoa	NA	NA	NA	36
Aves	Procellariiformes	Hydrobatidae	Oceanodroma	tristrami	NA	NA	NA	NA
Aves	Procellariiformes	Procellariidae	Bulweria	bulwerii	0.513975	87	NA	22.9
Aves	Procellariiformes	Procellariidae	Calonectris	diomedea	NA	NA	NA	24.8
Aves	Procellariiformes	Procellariidae	Daption	capense	NA	NA	NA	25
Aves	Procellariiformes	Procellariidae	Fulmarus	glacialis	NA	NA	NA	51
Aves	Procellariiformes	Procellariidae	Fulmarus	glacialoides	NA	NA	NA	45
Aves	Procellariiformes	Procellariidae	Macronectes	giganteus	NA	NA	NA	13.5
Aves	Procellariiformes	Procellariidae	Pagodroma	nivea	NA	NA	NA	46
Aves	Procellariiformes	Procellariidae	Procellaria	parkinsoni	NA	NA	NA	17
Aves	Procellariiformes	Procellariidae	Pterodroma	alba	NA	NA	NA	11.3
Aves	Procellariiformes	Procellariidae	Pterodroma	hypoleuca	NA	NA	NA	30.8
Aves	Procellariiformes	Procellariidae	Pterodroma	leucoptera	NA	NA	NA	20
Aves	Procellariiformes	Procellariidae	Pterodroma	phaeopygia	NA	NA	NA	NA
Aves	Procellariiformes	Procellariidae	Pterodroma	sandwichensis	NA	NA	NA	13.1
Aves	Procellariiformes	Procellariidae	Puffinus	carneipes	NA	NA	NA	30.2
Aves	Procellariiformes	Procellariidae	Puffinus	griseus	NA	NA	NA	34
Aves	Procellariiformes	Procellariidae	Puffinus	lherminieri	NA	NA	NA	NA
Aves	Procellariiformes	Procellariidae	Puffinus	mauretanicus	NA	NA	NA	NA
Aves	Procellariiformes	Procellariidae	Puffinus	nativitatis	1.48808	307.6	NA	NA
Aves	Procellariiformes	Procellariidae	Puffinus	pacificus	NA	NA	NA	29
Aves	Procellariiformes	Procellariidae	Puffinus	puffinus	NA	NA	NA	50.9
Aves	Procellariiformes	Procellariidae	Puffinus	tenuirostris	NA	NA	NA	39.9
Aves	Psittaciformes	Psittacidae	Agapornis	fischeri	NA	NA	NA	12.6
Aves	Psittaciformes	Psittacidae	Agapornis	lilianae	NA	NA	NA	19.2
Aves	Psittaciformes	Psittacidae	Agapornis	pullarius	NA	NA	NA	18
Aves	Psittaciformes	Psittacidae	Agapornis	roseicollis	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Agapornis	taranta	NA	NA	NA	14.6
Aves	Psittaciformes	Psittacidae	Alisterus	scapularis	NA	NA	NA	26.6
Aves	Psittaciformes	Psittacidae	Amazona	aestiva	NA	NA	NA	49
Aves	Psittaciformes	Psittacidae	Amazona	albifrons	NA	NA	NA	25.3
Aves	Psittaciformes	Psittacidae	Amazona	amazonica	NA	NA	NA	30
Aves	Psittaciformes	Psittacidae	Amazona	auropalliata	NA	NA	NA	49
Aves	Psittaciformes	Psittacidae	Amazona	autumnalis	NA	NA	NA	27
Aves	Psittaciformes	Psittacidae	Amazona	barbadensis	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Amazona	farinosa	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Amazona	festiva	NA	NA	NA	24.5
Aves	Psittaciformes	Psittacidae	Amazona	finschi	NA	NA	NA	25.8
Aves	Psittaciformes	Psittacidae	Amazona	guildingii	NA	NA	NA	28
Aves	Psittaciformes	Psittacidae	Amazona	leucocephala	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Amazona	ochrocephala	NA	NA	NA	56
Aves	Psittaciformes	Psittacidae	Amazona	oratrix	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Amazona	rhodocorytha	NA	NA	NA	44
Aves	Psittaciformes	Psittacidae	Amazona	versicolor	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Amazona	viridigenalis	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Amazona	vittata	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Anodorhynchus	glaucus	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Anodorhynchus	hyacinthinus	NA	NA	NA	38.8
Aves	Psittaciformes	Psittacidae	Anodorhynchus	leari	NA	NA	NA	38.3
Aves	Psittaciformes	Psittacidae	Aprosmictus	erythropterus	NA	NA	NA	24.4
Aves	Psittaciformes	Psittacidae	Ara	ambiguus	NA	NA	NA	29
Aves	Psittaciformes	Psittacidae	Ara	ararauna	NA	NA	NA	43
Aves	Psittaciformes	Psittacidae	Ara	chloropterus	NA	NA	NA	50.1
Aves	Psittaciformes	Psittacidae	Ara	glaucogularis	NA	NA	NA	22
Aves	Psittaciformes	Psittacidae	Ara	macao	NA	NA	NA	33
Aves	Psittaciformes	Psittacidae	Ara	militaris	NA	NA	NA	46
Aves	Psittaciformes	Psittacidae	Ara	rubrogenys	NA	NA	NA	23
Aves	Psittaciformes	Psittacidae	Ara	severus	NA	NA	NA	28.5
Aves	Psittaciformes	Psittacidae	Aratinga	acuticaudata	NA	NA	NA	31
Aves	Psittaciformes	Psittacidae	Aratinga	auricapillus	NA	NA	NA	20.9
Aves	Psittaciformes	Psittacidae	Aratinga	canicularis	NA	NA	NA	16.2
Aves	Psittaciformes	Psittacidae	Aratinga	chloroptera	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Aratinga	erythrogenys	NA	NA	NA	26.2
Aves	Psittaciformes	Psittacidae	Aratinga	holochlora	NA	NA	NA	21.8
Aves	Psittaciformes	Psittacidae	Barnardius	zonarius	0.718	137	NA	17.9
Aves	Psittaciformes	Psittacidae	Bolborhynchus	orbygnesius	NA	NA	NA	9.2
