Class	Order	Family	Genus	Species	Metabolic.rate..W.	Body.mass..g.	Temperature..K.	Maximum.longevity..yrs.
Reptilia	Squamata	Colubridae	Spalerosophis	diadema	NA	NA	NA	17
Reptilia	Squamata	Colubridae	Spilotes	pullatus	NA	NA	NA	17.5
Reptilia	Squamata	Colubridae	Storeria	dekayi	NA	NA	NA	7
Reptilia	Squamata	Colubridae	Storeria	occipitomaculata	NA	NA	NA	4.6
Reptilia	Squamata	Colubridae	Telescopus	semiannulatus	NA	NA	NA	7.6
Reptilia	Squamata	Colubridae	Thamnophis	butleri	NA	NA	NA	14
Reptilia	Squamata	Colubridae	Thamnophis	couchii	NA	NA	NA	7.7
Reptilia	Squamata	Colubridae	Thamnophis	cyrtopsis	NA	NA	NA	10.8
Reptilia	Squamata	Colubridae	Thamnophis	elegans	NA	NA	NA	17.8
Reptilia	Squamata	Colubridae	Thamnophis	marcianus	NA	NA	NA	7
Reptilia	Squamata	Colubridae	Thamnophis	ordinoides	NA	NA	NA	15.8
Reptilia	Squamata	Colubridae	Thamnophis	radix	NA	NA	NA	8.4
Reptilia	Squamata	Colubridae	Thamnophis	sauritus	NA	NA	NA	10.6
Reptilia	Squamata	Colubridae	Thamnophis	sirtalis	NA	NA	NA	14
Reptilia	Squamata	Colubridae	Trimorphodon	biscutatus	NA	NA	NA	11.8
Reptilia	Squamata	Colubridae	Uromacer	oxyrhynchus	NA	NA	NA	18.9
Reptilia	Squamata	Colubridae	Virginia	striatula	NA	NA	NA	7.2
Reptilia	Squamata	Colubridae	Virginia	valeriae	NA	NA	NA	9.5
Reptilia	Squamata	Cordylidae	Cordylus	cataphractus	NA	NA	NA	20.2
Reptilia	Squamata	Cordylidae	Cordylus	cordylus	NA	NA	NA	15.6
Reptilia	Squamata	Cordylidae	Cordylus	giganteus	NA	NA	NA	24.9
Reptilia	Squamata	Cordylidae	Cordylus	warreni	NA	NA	NA	19.8
Reptilia	Squamata	Cordylidae	Gerrhosaurus	major	NA	NA	NA	24
Reptilia	Squamata	Cordylidae	Gerrhosaurus	validus	NA	NA	NA	17.2
Reptilia	Squamata	Cordylidae	Platysaurus	guttatus	NA	NA	NA	15.6
Reptilia	Squamata	Cordylidae	Platysaurus	imperator	NA	NA	NA	14
Reptilia	Squamata	Corytophanidae	Basiliscus	plumifrons	NA	NA	NA	13
Reptilia	Squamata	Corytophanidae	Basiliscus	vittatus	NA	NA	NA	9.1
Reptilia	Squamata	Corytophanidae	Corytophanes	cristatus	NA	NA	NA	7.1
Reptilia	Squamata	Corytophanidae	Laemanctus	longipes	NA	NA	NA	15.4
Reptilia	Squamata	Elapidae	Acanthophis	antarcticus	NA	NA	NA	9.3
Reptilia	Squamata	Elapidae	Aspidelaps	lubricus	NA	NA	NA	9
Reptilia	Squamata	Elapidae	Aspidelaps	scutatus	NA	NA	NA	13.5
Reptilia	Squamata	Elapidae	Bungarus	caeruleus	NA	NA	NA	17.4
Reptilia	Squamata	Elapidae	Bungarus	fasciatus	NA	NA	NA	13.2
Reptilia	Squamata	Elapidae	Bungarus	multicinctus	NA	NA	NA	13.7
Reptilia	Squamata	Elapidae	Dendroaspis	angusticeps	NA	NA	NA	18.8
Reptilia	Squamata	Elapidae	Dendroaspis	jamesoni	NA	NA	NA	13.1
Reptilia	Squamata	Elapidae	Dendroaspis	polylepis	NA	NA	NA	26.2
Reptilia	Squamata	Elapidae	Dendroaspis	viridis	NA	NA	NA	18.7
Reptilia	Squamata	Elapidae	Elapsoidea	sundevallii	NA	NA	NA	11.6
Reptilia	Squamata	Elapidae	Hemachatus	haemachatus	NA	NA	NA	13
Reptilia	Squamata	Elapidae	Micruroides	euryxanthus	NA	NA	NA	17.6
Reptilia	Squamata	Elapidae	Micrurus	fulvius	NA	NA	NA	19
Reptilia	Squamata	Elapidae	Naja	atra	NA	NA	NA	11.7
Reptilia	Squamata	Elapidae	Naja	haje	NA	NA	NA	22.1
Reptilia	Squamata	Elapidae	Naja	kaouthia	NA	NA	NA	25.4
Reptilia	Squamata	Elapidae	Naja	melanoleuca	NA	NA	NA	29.1
Reptilia	Squamata	Elapidae	Naja	mossambica	NA	NA	NA	16.7
Reptilia	Squamata	Elapidae	Naja	naja	NA	NA	NA	32.3
Reptilia	Squamata	Elapidae	Naja	nigricollis	NA	NA	NA	23.2
Reptilia	Squamata	Elapidae	Naja	nivea	NA	NA	NA	26
Reptilia	Squamata	Elapidae	Naja	pallida	NA	NA	NA	20.2
Reptilia	Squamata	Elapidae	Naja	samarensis	NA	NA	NA	11.4
Reptilia	Squamata	Elapidae	Naja	sputatrix	NA	NA	NA	13.5
Reptilia	Squamata	Elapidae	Notechis	scutatus	NA	NA	NA	14.1
Reptilia	Squamata	Elapidae	Ophiophagus	hannah	NA	NA	NA	22.5
Reptilia	Squamata	Elapidae	Oxyuranus	scutellatus	NA	NA	NA	15.6
Reptilia	Squamata	Elapidae	Pseudechis	australis	NA	NA	NA	11.1
Reptilia	Squamata	Elapidae	Pseudechis	porphyriacus	NA	NA	NA	11.6
Reptilia	Squamata	Eublepharidae	Coleonyx	elegans	NA	NA	NA	11
Reptilia	Squamata	Eublepharidae	Coleonyx	variegatus	NA	NA	NA	15.2
Reptilia	Squamata	Gekkonidae	Chondrodactylus	angulifer	NA	NA	NA	10.8
Reptilia	Squamata	Gekkonidae	Chondrodactylus	bibronii	NA	NA	NA	6.1
Reptilia	Squamata	Gekkonidae	Christinus	marmoratus	NA	NA	NA	12.8
Reptilia	Squamata	Gekkonidae	Eublepharis	macularius	NA	NA	NA	28.5
Reptilia	Squamata	Gekkonidae	Gehyra	oceanica	NA	NA	NA	10.5
Reptilia	Squamata	Gekkonidae	Gekko	gecko	NA	NA	NA	23.5
Reptilia	Squamata	Gekkonidae	Hemidactylus	frenatus	NA	NA	NA	NA
Reptilia	Squamata	Gekkonidae	Hemidactylus	turcicus	NA	NA	NA	8.4
Reptilia	Squamata	Gekkonidae	Hemitheconyx	caudicinctus	NA	NA	NA	16.2
Reptilia	Squamata	Gekkonidae	Heteronotia	binoei	NA	NA	NA	13.6
Reptilia	Squamata	Gekkonidae	Hoplodactylus	duvaucelii	NA	NA	NA	25
Reptilia	Squamata	Gekkonidae	Hoplodactylus	granulatus	NA	NA	NA	21
Reptilia	Squamata	Gekkonidae	Hoplodactylus	maculatus	NA	NA	NA	37
Reptilia	Squamata	Gekkonidae	Hoplodactylus	pacificus	NA	NA	NA	13
Reptilia	Squamata	Gekkonidae	Naultinus	elegans	NA	NA	NA	20
Reptilia	Squamata	Gekkonidae	Naultinus	gemmeus	NA	NA	NA	16
Reptilia	Squamata	Gekkonidae	Naultinus	grayii	NA	NA	NA	16
Reptilia	Squamata	Gekkonidae	Naultinus	rudis	NA	NA	NA	13
Reptilia	Squamata	Gekkonidae	Oedura	marmorata	NA	NA	NA	21.2
Reptilia	Squamata	Gekkonidae	Phelsuma	astriata	NA	NA	NA	7.4
Reptilia	Squamata	Gekkonidae	Phelsuma	cepediana	NA	NA	NA	9.3
Reptilia	Squamata	Gekkonidae	Phelsuma	guentheri	NA	NA	NA	17.8
Reptilia	Squamata	Gekkonidae	Phelsuma	guimbeaui	NA	NA	NA	7.1
Reptilia	Squamata	Gekkonidae	Phelsuma	laticauda	NA	NA	NA	8.7
Reptilia	Squamata	Gekkonidae	Phelsuma	lineata	NA	NA	NA	10
Reptilia	Squamata	Gekkonidae	Phelsuma	madagascariensis	NA	NA	NA	13.6
Reptilia	Squamata	Gekkonidae	Phelsuma	standingi	NA	NA	NA	9.6
Reptilia	Squamata	Gekkonidae	Phelsuma	sundbergi	NA	NA	NA	15.9
Reptilia	Squamata	Gekkonidae	Ptyodactylus	hasselquistii	NA	NA	NA	10.9
Reptilia	Squamata	Gekkonidae	Rhacodactylus	leachianus	NA	NA	NA	8.5
Reptilia	Squamata	Gekkonidae	Teratoscincus	scincus	NA	NA	NA	12.6
Reptilia	Squamata	Gekkonidae	Underwoodisaurus	milii	NA	NA	NA	12
Reptilia	Squamata	Helodermatidae	Heloderma	horridum	NA	NA	NA	34.4
Reptilia	Squamata	Helodermatidae	Heloderma	suspectum	NA	NA	NA	28.9
Reptilia	Squamata	Iguanidae	Amblyrhynchus	cristatus	NA	NA	NA	6.4
Reptilia	Squamata	Iguanidae	Brachylophus	fasciatus	NA	NA	NA	5.9
Reptilia	Squamata	Iguanidae	Conolophus	pallidus	NA	NA	NA	17.1
Reptilia	Squamata	Iguanidae	Conolophus	subcristatus	NA	NA	NA	NA
Reptilia	Squamata	Iguanidae	Ctenosaura	bakeri	NA	NA	NA	13.8
Reptilia	Squamata	Iguanidae	Ctenosaura	hemilopha	NA	NA	NA	9.6
Reptilia	Squamata	Iguanidae	Ctenosaura	palearis	NA	NA	NA	10.2
Reptilia	Squamata	Iguanidae	Ctenosaura	pectinata	NA	NA	NA	8.2
Reptilia	Squamata	Iguanidae	Ctenosaura	similis	NA	NA	NA	22.4
Reptilia	Squamata	Iguanidae	Cyclura	cornuta	NA	NA	NA	22.9
Reptilia	Squamata	Iguanidae	Cyclura	cychlura	NA	NA	NA	23.4
Reptilia	Squamata	Iguanidae	Cyclura	nubila	NA	NA	NA	47.6
Reptilia	Squamata	Iguanidae	Cyclura	rileyi	NA	NA	NA	NA
Reptilia	Squamata	Iguanidae	Dipsosaurus	dorsalis	0.0441	69.5	305.5	14.6
Reptilia	Squamata	Iguanidae	Iguana	iguana	NA	NA	NA	19.8
Reptilia	Squamata	Iguanidae	Oplurus	cuvieri	NA	NA	NA	21.2
Reptilia	Squamata	Iguanidae	Oplurus	cyclurus	NA	NA	NA	9.3
Reptilia	Squamata	Iguanidae	Sauromalus	ater	NA	NA	NA	9.3
Reptilia	Squamata	Iguanidae	Sauromalus	hispidus	NA	NA	NA	17.2
Reptilia	Squamata	Iguanidae	Sauromalus	varius	NA	NA	NA	11.3
Reptilia	Squamata	Lacertidae	Gallotia	galloti	NA	NA	NA	5.6
Reptilia	Squamata	Lacertidae	Gallotia	simonyi	NA	NA	NA	5.4
Reptilia	Squamata	Lacertidae	Lacerta	vivipara	NA	NA	NA	11
Reptilia	Squamata	Lacertidae	Podarcis	muralis	NA	NA	NA	10
Reptilia	Squamata	Lacertidae	Teira	dugesii	NA	NA	NA	4.8
Reptilia	Squamata	Lacertidae	Timon	lepidus	NA	NA	NA	17
Reptilia	Squamata	Loxocemidae	Loxocemus	bicolor	NA	NA	NA	32.8
Reptilia	Squamata	Phrynosomatidae	Sceloporus	magister	NA	NA	NA	5.9
Reptilia	Squamata	Phrynosomatidae	Sceloporus	poinsettii	NA	NA	NA	8
Reptilia	Squamata	Phrynosomatidae	Sceloporus	serrifer	NA	NA	NA	6.7
Reptilia	Squamata	Phrynosomatidae	Sceloporus	undulatus	NA	NA	NA	NA
Reptilia	Squamata	Phrynosomatidae	Uma	notata	NA	NA	NA	8.1
Reptilia	Squamata	Phyllodactylidae	Tarentola	annularis	NA	NA	NA	11.8
Reptilia	Squamata	Phyllodactylidae	Tarentola	mauritanica	NA	NA	NA	14
Reptilia	Squamata	Polychrotidae	Anolis	bimaculatus	NA	NA	NA	7
Reptilia	Squamata	Polychrotidae	Anolis	carolinensis	NA	NA	NA	7.2
Reptilia	Squamata	Polychrotidae	Anolis	equestris	NA	NA	NA	16.5
Reptilia	Squamata	Polychrotidae	Anolis	roquet	NA	NA	NA	6.7
Reptilia	Squamata	Polychrotidae	Xiphosurus	cuvieri	NA	NA	NA	9.2
Reptilia	Squamata	Pythonidae	Antaresia	childreni	NA	NA	NA	25.7
Reptilia	Squamata	Pythonidae	Aspidites	melanocephalus	NA	NA	NA	22.6
Reptilia	Squamata	Pythonidae	Bothrochilus	boa	NA	NA	NA	22.2
Reptilia	Squamata	Pythonidae	Leiopython	albertisii	NA	NA	NA	18
Reptilia	Squamata	Pythonidae	Liasis	fuscus	NA	NA	NA	26.8
Reptilia	Squamata	Pythonidae	Liasis	mackloti	NA	NA	NA	17.4
Reptilia	Squamata	Pythonidae	Morelia	amethistina	NA	NA	NA	13.8
Reptilia	Squamata	Pythonidae	Morelia	boeleni	NA	NA	NA	20.1
Reptilia	Squamata	Pythonidae	Morelia	spilota	NA	NA	NA	19.6
Reptilia	Squamata	Pythonidae	Morelia	viridis	NA	NA	NA	20.6
Reptilia	Squamata	Pythonidae	Python	curtus	NA	NA	NA	27.8
Reptilia	Squamata	Pythonidae	Python	regius	NA	NA	NA	47.5
Reptilia	Squamata	Pythonidae	Python	sebae	NA	NA	NA	27.3
Reptilia	Squamata	Pythonidae	Python	timoriensis	NA	NA	NA	20.5
Reptilia	Squamata	Scincidae	Chalcides	ocellatus	NA	NA	NA	14
Reptilia	Squamata	Scincidae	Corucia	zebrata	NA	NA	NA	24.3
Reptilia	Squamata	Scincidae	Cyclodina	macgregori	NA	NA	NA	20
Reptilia	Squamata	Scincidae	Egernia	cunninghami	NA	NA	NA	26.5
Reptilia	Squamata	Scincidae	Egernia	hosmeri	NA	NA	NA	24.5
Reptilia	Squamata	Scincidae	Egernia	luctuosa	NA	NA	NA	18.2
Reptilia	Squamata	Scincidae	Egernia	major	NA	NA	NA	10.8
Reptilia	Squamata	Scincidae	Egernia	stokesii	NA	NA	NA	18.2
Reptilia	Squamata	Scincidae	Eumeces	algeriensis	NA	NA	NA	22.8
Reptilia	Squamata	Scincidae	Eumeces	laticeps	NA	NA	NA	7.7
Reptilia	Squamata	Scincidae	Eumeces	obsoletus	0.0206	30	300.5	7.3
Reptilia	Squamata	Scincidae	Hemisphaeriodon	gerrardii	NA	NA	NA	12.9
Reptilia	Squamata	Scincidae	Oligosoma	grande	NA	NA	NA	NA
Reptilia	Squamata	Scincidae	Oligosoma	otagense	NA	NA	NA	44
Reptilia	Squamata	Scincidae	Tiliqua	gigas	NA	NA	NA	17.3
Reptilia	Squamata	Scincidae	Tiliqua	nigrolutea	NA	NA	NA	11.5
Reptilia	Squamata	Scincidae	Trachydosaurus	rugosus	NA	NA	NA	20.9
Reptilia	Squamata	Sphaerodactylidae	Gonatodes	albogularis	NA	NA	NA	5.6
Reptilia	Squamata	Teiidae	Ameiva	ameiva	NA	NA	NA	4.6
Reptilia	Squamata	Teiidae	Cnemidophorus	sexlineatus	NA	NA	NA	6
Reptilia	Squamata	Teiidae	Cnemidophorus	tigris	0.017	18	304.25	7.8
Reptilia	Squamata	Teiidae	Dracaena	guianensis	NA	NA	NA	9.3
Reptilia	Squamata	Teiidae	Tupinambis	rufescens	NA	NA	NA	10.8
Reptilia	Squamata	Teiidae	Tupinambis	teguixin	NA	NA	NA	16.1
Reptilia	Squamata	Tropidophiidae	Tropidophis	canus	NA	NA	NA	16.1
Reptilia	Squamata	Tropidophiidae	Tropidophis	caymanensis	NA	NA	NA	25.9
Reptilia	Squamata	Tropidophiidae	Tropidophis	haetianus	NA	NA	NA	15.3
Reptilia	Squamata	Tropidophiidae	Ungaliophis	continentalis	NA	NA	NA	17.7
Reptilia	Squamata	Tropidophiidae	Ungaliophis	panamensis	NA	NA	NA	14.2
Reptilia	Squamata	Tropiduridae	Leiocephalus	carinatus	NA	NA	NA	10.8
Reptilia	Squamata	Varanidae	Varanus	bengalensis	NA	NA	NA	11.2
Reptilia	Squamata	Varanidae	Varanus	dumerilii	NA	NA	NA	10.7
Reptilia	Squamata	Varanidae	Varanus	exanthematicus	NA	NA	NA	12.7
Reptilia	Squamata	Varanidae	Varanus	giganteus	NA	NA	NA	19.7
Reptilia	Squamata	Varanidae	Varanus	gouldii	NA	NA	NA	18.3
Reptilia	Squamata	Varanidae	Varanus	griseus	NA	NA	NA	17
Reptilia	Squamata	Varanidae	Varanus	indicus	NA	NA	NA	17.4
Reptilia	Squamata	Varanidae	Varanus	komodoensis	NA	NA	NA	62
Reptilia	Squamata	Varanidae	Varanus	mertensi	NA	NA	NA	20.3
Reptilia	Squamata	Varanidae	Varanus	niloticus	NA	NA	NA	14.6
Reptilia	Squamata	Varanidae	Varanus	olivaceus	NA	NA	NA	15.2
Reptilia	Squamata	Varanidae	Varanus	prasinus	NA	NA	NA	14.2
Reptilia	Squamata	Varanidae	Varanus	salvator	NA	NA	NA	15.7
Reptilia	Squamata	Varanidae	Varanus	timorensis	NA	NA	NA	14.9
Reptilia	Squamata	Varanidae	Varanus	varius	NA	NA	NA	14.7
Reptilia	Squamata	Viperidae	Agkistrodon	bilineatus	NA	NA	NA	24.3
Reptilia	Squamata	Viperidae	Agkistrodon	contortrix	NA	NA	NA	29.8
Reptilia	Squamata	Viperidae	Agkistrodon	piscivorus	NA	NA	NA	24.5
Reptilia	Squamata	Viperidae	Atropoides	nummifer	NA	NA	NA	19
Reptilia	Squamata	Viperidae	Atropoides	picadoi	NA	NA	NA	13
Reptilia	Squamata	Viperidae	Bitis	arietans	NA	NA	NA	15.8
Reptilia	Squamata	Viperidae	Bitis	gabonica	NA	NA	NA	18
Reptilia	Squamata	Viperidae	Bitis	nasicornis	NA	NA	NA	9.4
Reptilia	Squamata	Viperidae	Bothriechis	aurifer	NA	NA	NA	13.7
Reptilia	Squamata	Viperidae	Bothriechis	lateralis	NA	NA	NA	12.5
Reptilia	Squamata	Viperidae	Bothriechis	rowleyi	NA	NA	NA	12.8
Reptilia	Squamata	Viperidae	Bothriechis	schlegelii	NA	NA	NA	19.5
Reptilia	Squamata	Viperidae	Bothrops	alternatus	NA	NA	NA	15.2
Reptilia	Squamata	Viperidae	Bothrops	asper	NA	NA	NA	20.4
Reptilia	Squamata	Viperidae	Bothrops	atrox	NA	NA	NA	8.5
Reptilia	Squamata	Viperidae	Bothrops	caribbaeus	NA	NA	NA	14.4
Reptilia	Squamata	Viperidae	Bothrops	jararaca	NA	NA	NA	NA
Reptilia	Squamata	Viperidae	Bothrops	lanceolatus	NA	NA	NA	13
Reptilia	Squamata	Viperidae	Bothrops	neuwiedi	NA	NA	NA	15.1
Reptilia	Squamata	Viperidae	Causus	rhombeatus	NA	NA	NA	6.6
Reptilia	Squamata	Viperidae	Cerastes	cerastes	NA	NA	NA	18
Reptilia	Squamata	Viperidae	Cerrophidion	godmani	NA	NA	NA	15.8
Reptilia	Squamata	Viperidae	Crotalus	adamanteus	NA	NA	NA	22.8
Reptilia	Squamata	Viperidae	Crotalus	atrox	NA	NA	NA	27
Reptilia	Squamata	Viperidae	Crotalus	basiliscus	NA	NA	NA	16
Reptilia	Squamata	Viperidae	Crotalus	catalinensis	NA	NA	NA	11.8
Reptilia	Squamata	Viperidae	Crotalus	cerastes	NA	NA	NA	27.3
Reptilia	Squamata	Viperidae	Crotalus	durissus	NA	NA	NA	19.8
Reptilia	Squamata	Viperidae	Crotalus	enyo	NA	NA	NA	17.1
Reptilia	Squamata	Viperidae	Crotalus	horridus	NA	NA	NA	30.2
Reptilia	Squamata	Viperidae	Crotalus	lepidus	NA	NA	NA	33.6
Reptilia	Squamata	Viperidae	Crotalus	mitchelli	NA	NA	NA	22
Reptilia	Squamata	Viperidae	Crotalus	molossus	NA	NA	NA	20.7
Reptilia	Squamata	Viperidae	Crotalus	pricei	NA	NA	NA	15.7
Reptilia	Squamata	Viperidae	Crotalus	ruber	NA	NA	NA	19.2
Reptilia	Squamata	Viperidae	Crotalus	scutulatus	NA	NA	NA	14.4
Reptilia	Squamata	Viperidae	Crotalus	tigris	NA	NA	NA	15.3
Reptilia	Squamata	Viperidae	Crotalus	tortugensis	NA	NA	NA	18.3
Reptilia	Squamata	Viperidae	Crotalus	vegrandis	NA	NA	NA	19.8
Reptilia	Squamata	Viperidae	Crotalus	viridis	NA	NA	NA	24.1
Reptilia	Squamata	Viperidae	Crotalus	willardi	NA	NA	NA	21.3
Reptilia	Squamata	Viperidae	Daboia	russelii	NA	NA	NA	15
Reptilia	Squamata	Viperidae	Echis	carinatus	NA	NA	NA	23.8
Reptilia	Squamata	Viperidae	Echis	coloratus	NA	NA	NA	28.3
Reptilia	Squamata	Viperidae	Eristicophis	macmahonii	NA	NA	NA	14.6
Reptilia	Squamata	Viperidae	Gloydius	blomhoffii	NA	NA	NA	13.8
Reptilia	Squamata	Viperidae	Lachesis	muta	NA	NA	NA	31.6
Reptilia	Squamata	Viperidae	Macrovipera	lebetina	NA	NA	NA	13.3
Reptilia	Squamata	Viperidae	Ophryacus	melanurus	NA	NA	NA	17.1
Reptilia	Squamata	Viperidae	Ophryacus	undulatus	NA	NA	NA	14.9
Reptilia	Squamata	Viperidae	Ovophis	okinavensis	NA	NA	NA	19
Reptilia	Squamata	Viperidae	Pseudocerastes	persicus	NA	NA	NA	17.1
Reptilia	Squamata	Viperidae	Sistrurus	catenatus	NA	NA	NA	20
Reptilia	Squamata	Viperidae	Sistrurus	miliarius	NA	NA	NA	16.1
Reptilia	Squamata	Viperidae	Sistrurus	ravus	NA	NA	NA	14.8
Reptilia	Squamata	Viperidae	Trimeresurus	albolabris	NA	NA	NA	11.4
Reptilia	Squamata	Viperidae	Trimeresurus	flavoviridis	NA	NA	NA	24.9
Reptilia	Squamata	Viperidae	Trimeresurus	gramineus	NA	NA	NA	8.4
Reptilia	Squamata	Viperidae	Trimeresurus	popeorum	NA	NA	NA	14
Reptilia	Squamata	Viperidae	Trimeresurus	stejnegeri	NA	NA	NA	NA
Reptilia	Squamata	Viperidae	Vipera	ammodytes	NA	NA	NA	22
Reptilia	Squamata	Viperidae	Vipera	aspis	NA	NA	NA	25
Reptilia	Squamata	Viperidae	Vipera	berus	NA	NA	NA	19
Reptilia	Squamata	Viperidae	Vipera	latastei	NA	NA	NA	9.7
Reptilia	Squamata	Viperidae	Vipera	raddei	NA	NA	NA	10.7
Reptilia	Squamata	Viperidae	Vipera	xanthina	NA	NA	NA	16.4
Reptilia	Squamata	Xantusiidae	Lepidophyma	flavimaculatum	NA	NA	NA	11
Reptilia	Squamata	Xantusiidae	Xantusia	henshawi	NA	NA	NA	14.3
Reptilia	Squamata	Xantusiidae	Xantusia	riversiana	NA	NA	NA	13.9
Reptilia	Squamata	Xantusiidae	Xantusia	vigilis	NA	NA	NA	10.9
Reptilia	Squamata	Xenopeltidae	Xenopeltis	unicolor	NA	NA	NA	12.1
Reptilia	Squamata	Xenophidia	Dispholidus	typus	NA	NA	NA	8.7
Reptilia	Testudines	Bataguridae	Annamemys	annamensis	NA	NA	NA	23.9
Reptilia	Testudines	Bataguridae	Batagur	baska	NA	NA	NA	21.7
Reptilia	Testudines	Bataguridae	Chinemys	nigricans	NA	NA	NA	18
Reptilia	Testudines	Bataguridae	Chinemys	reevesii	NA	NA	NA	24.2
Reptilia	Testudines	Bataguridae	Cuora	amboinensis	NA	NA	NA	38.2
Reptilia	Testudines	Bataguridae	Cuora	flavomarginata	NA	NA	NA	19.1
Reptilia	Testudines	Bataguridae	Cuora	trifasciata	NA	NA	NA	31.8
Reptilia	Testudines	Bataguridae	Cyclemys	dentata	NA	NA	NA	14.7
Reptilia	Testudines	Bataguridae	Geoclemys	hamiltonii	NA	NA	NA	19.2
Reptilia	Testudines	Bataguridae	Hardella	thurjii	NA	NA	NA	18
Reptilia	Testudines	Bataguridae	Heosemys	grandis	NA	NA	NA	29.6
Reptilia	Testudines	Bataguridae	Heosemys	spinosa	NA	NA	NA	22.9
Reptilia	Testudines	Bataguridae	Hieremys	annandalii	NA	NA	NA	9.3
Reptilia	Testudines	Bataguridae	Kachuga	smithii	NA	NA	NA	13.8
Reptilia	Testudines	Bataguridae	Kachuga	tecta	NA	NA	NA	11
Reptilia	Testudines	Bataguridae	Malayemys	subtrijuga	NA	NA	NA	14.2
Reptilia	Testudines	Bataguridae	Mauremys	caspica	NA	NA	NA	17.6
Reptilia	Testudines	Bataguridae	Mauremys	japonica	NA	NA	NA	16.2
Reptilia	Testudines	Bataguridae	Mauremys	leprosa	NA	NA	NA	24.5
Reptilia	Testudines	Bataguridae	Mauremys	mutica	NA	NA	NA	22.1
Reptilia	Testudines	Bataguridae	Melanochelys	trijuga	NA	NA	NA	40
Reptilia	Testudines	Bataguridae	Notochelys	platynota	NA	NA	NA	18.8
Reptilia	Testudines	Bataguridae	Ocadia	sinensis	NA	NA	NA	22.8
Reptilia	Testudines	Bataguridae	Rhinoclemmys	areolata	NA	NA	NA	19.3
Reptilia	Testudines	Bataguridae	Rhinoclemmys	pulcherrima	NA	NA	NA	20.4
Reptilia	Testudines	Bataguridae	Rhinoclemmys	rubida	NA	NA	NA	11.8
Reptilia	Testudines	Bataguridae	Sacalia	bealei	NA	NA	NA	27.3
Reptilia	Testudines	Bataguridae	Siebenrockiella	crassicollis	NA	NA	NA	16.7
Reptilia	Testudines	Carettochelyidae	Carettochelys	insculpta	NA	NA	NA	38.4
Reptilia	Testudines	Chelidae	Chelodina	longicollis	NA	NA	NA	37
Reptilia	Testudines	Chelidae	Chelodina	oblonga	NA	NA	NA	NA
Reptilia	Testudines	Chelidae	Chelus	fimbriatus	NA	NA	NA	35.8
Reptilia	Testudines	Chelidae	Elseya	dentata	NA	NA	NA	21.8
Reptilia	Testudines	Chelidae	Elseya	latisternum	NA	NA	NA	26.5
Reptilia	Testudines	Chelidae	Emydura	krefftii	NA	NA	NA	15.8
Reptilia	Testudines	Chelidae	Emydura	macquarii	NA	NA	NA	20.9
Reptilia	Testudines	Chelidae	Phrynops	dahli	NA	NA	NA	27.4
Reptilia	Testudines	Chelidae	Phrynops	geoffroanus	NA	NA	NA	37.5
Reptilia	Testudines	Chelidae	Phrynops	hilarii	NA	NA	NA	37.4
Reptilia	Testudines	Chelidae	Platemys	platycephala	NA	NA	NA	20
Reptilia	Testudines	Cheloniidae	Caretta	caretta	NA	NA	NA	37
Reptilia	Testudines	Cheloniidae	Chelonia	mydas	NA	NA	NA	75
Reptilia	Testudines	Cheloniidae	Eretmochelys	imbricata	NA	NA	NA	NA
Reptilia	Testudines	Cheloniidae	Lepidochelys	kempii	NA	NA	NA	NA
Reptilia	Testudines	Chelydridae	Chelydra	serpentina	NA	NA	NA	47
Reptilia	Testudines	Chelydridae	Macrochelys	temminckii	NA	NA	NA	70.3
Reptilia	Testudines	Dermatemydidae	Dermatemys	mawii	NA	NA	NA	11.3
Reptilia	Testudines	Dermochelyidae	Dermochelys	coriacea	NA	NA	NA	30
Reptilia	Testudines	Emydidae	Actinemys	marmorata	NA	NA	NA	27.3
Reptilia	Testudines	Emydidae	Chrysemys	picta	0.0236	400	289.5	61
Reptilia	Testudines	Emydidae	Clemmys	guttata	NA	NA	NA	30
Reptilia	Testudines	Emydidae	Deirochelys	reticularia	NA	NA	NA	24
Reptilia	Testudines	Emydidae	Emydoidea	blandingii	NA	NA	NA	77
Reptilia	Testudines	Emydidae	Emys	orbicularis	NA	NA	NA	120
Reptilia	Testudines	Emydidae	Glyptemys	insculpta	NA	NA	NA	60
Reptilia	Testudines	Emydidae	Glyptemys	muhlenbergii	NA	NA	NA	40
Reptilia	Testudines	Emydidae	Graptemys	barbouri	NA	NA	NA	31.7
Reptilia	Testudines	Emydidae	Graptemys	caglei	NA	NA	NA	14.5
Reptilia	Testudines	Emydidae	Graptemys	geographica	NA	NA	NA	NA
Reptilia	Testudines	Emydidae	Graptemys	nigrinoda	NA	NA	NA	20.3
Reptilia	Testudines	Emydidae	Graptemys	oculifera	NA	NA	NA	20.3
Reptilia	Testudines	Emydidae	Graptemys	pseudogeographica	NA	NA	NA	35.4
Reptilia	Testudines	Emydidae	Graptemys	pulchra	NA	NA	NA	15.7
Reptilia	Testudines	Emydidae	Malaclemys	terrapin	0.140702	720	297.15	NA
Reptilia	Testudines	Emydidae	Pseudemys	concinna	NA	NA	NA	44
Reptilia	Testudines	Emydidae	Pseudemys	nelsoni	NA	NA	NA	26.1
Reptilia	Testudines	Emydidae	Pseudemys	rubriventris	NA	NA	NA	NA
Reptilia	Testudines	Emydidae	Terrapene	carolina	NA	NA	NA	138
